,sqft,bedrooms,bathrooms,tax_value
30783,1000.0,3.0,1.0,127587.0
30784,1654.0,4.0,2.0,590000.0
30785,1512.0,3.0,2.0,73057.0
30786,1706.0,3.0,2.0,95055.0
30787,3199.0,4.0,2.0,1650761.0
30788,2402.0,4.0,2.5,510245.0
30789,1528.0,3.0,2.0,108776.0
30790,2536.0,4.0,2.5,135056.0
30791,2768.0,4.0,2.0,551322.0
30792,1164.0,3.0,2.0,436893.0
30793,1005.0,3.0,1.0,146755.0
30794,1353.0,2.0,1.0,598249.0
30795,2927.0,4.0,3.0,773716.0
30796,1542.0,3.0,2.0,119754.0
30797,2256.0,4.0,3.0,530975.0
30798,1468.0,4.0,2.0,395947.0
30799,1577.0,3.0,2.0,303673.0
30800,2089.0,3.0,3.0,224877.0
30801,3060.0,4.0,3.0,710862.0
30802,1101.0,3.0,2.0,324084.0
30803,1144.0,3.0,2.0,277355.0
30804,1400.0,4.0,2.0,192248.0
30805,3206.0,3.0,3.0,953000.0
30806,1872.0,4.0,2.0,220014.0
30807,1799.0,3.0,3.0,119921.0
30808,1232.0,2.0,2.0,144505.0
30809,1700.0,3.0,2.0,121862.0
30810,2820.0,3.0,2.5,955325.0
30811,1120.0,3.0,2.0,163556.0
30812,1198.0,3.0,2.0,562349.0
30813,1068.0,3.0,1.0,388324.0
30814,1902.0,4.0,2.0,374768.0
30815,1044.0,3.0,1.0,32666.0
30816,1521.0,3.0,2.0,135513.0
30817,1294.0,2.0,2.0,430000.0
30818,1012.0,2.0,1.0,445279.0
30819,1951.0,4.0,2.0,227833.0
30820,4351.0,4.0,4.0,126307.0
30821,1232.0,2.0,1.0,314032.0
30822,1213.0,3.0,1.0,886551.0
30823,2893.0,4.0,3.5,763213.0
30824,1813.0,2.0,2.0,498149.0
30825,1595.0,4.0,2.0,96249.0
30826,1791.0,3.0,2.0,175382.0
30827,816.0,2.0,1.0,217461.0
30828,1650.0,3.0,2.0,433000.0
30829,1629.0,3.0,2.0,321392.0
30830,1453.0,3.0,2.0,288579.0
30831,1216.0,3.0,1.0,1080000.0
30832,1200.0,4.0,2.0,56074.0
30833,1286.0,3.0,1.0,44263.0
30834,1899.0,3.0,2.5,195139.0
30835,2098.0,4.0,2.5,850000.0
30836,886.0,2.0,1.0,29997.0
30837,1840.0,3.0,2.0,308217.0
30838,2878.0,3.0,2.5,526499.0
30839,1836.0,4.0,2.0,92733.0
30840,3644.0,5.0,4.5,1099888.0
30841,1407.0,3.0,2.0,108223.0
30842,1509.0,3.0,2.0,461938.0
30843,1612.0,3.0,2.0,510434.0
30844,1284.0,3.0,1.0,402000.0
30845,1244.0,3.0,2.0,68375.0
30846,1502.0,3.0,2.0,106819.0
30847,909.0,1.0,1.0,973321.0
30848,1650.0,3.0,2.0,317017.0
30849,1226.0,3.0,2.0,353677.0
30850,909.0,2.0,1.0,191880.0
30851,2461.0,5.0,2.0,62709.0
30852,2386.0,3.0,3.0,254825.0
30853,810.0,1.0,1.0,96000.0
30854,2357.0,4.0,3.0,612477.0
30855,1498.0,4.0,2.0,411257.0
30856,1901.0,3.0,2.0,121108.0
30857,1653.0,3.0,2.0,65808.0
30858,1093.0,2.0,1.0,272599.0
30859,2836.0,3.0,2.5,830282.0
30860,1946.0,4.0,3.0,143009.0
30861,1296.0,2.0,2.0,1759614.0
30862,1100.0,3.0,1.5,398000.0
30863,1280.0,3.0,2.0,188978.0
30864,1824.0,4.0,2.0,54202.0
30865,3020.0,4.0,3.0,676753.0
30866,4114.0,4.0,3.0,3324064.0
30867,5293.0,6.0,7.0,6435575.0
30868,2515.0,4.0,3.0,599582.0
30869,2192.0,3.0,2.0,88802.0
30870,1250.0,3.0,2.0,229795.0
30871,1420.0,3.0,2.0,197299.0
30872,1905.0,4.0,2.0,642145.0
30873,400.0,1.0,1.0,263965.0
30874,1608.0,3.0,2.0,293662.0
30875,2845.0,3.0,3.0,975000.0
30876,878.0,2.0,1.0,421328.0
30877,2315.0,5.0,2.0,290168.0
30878,2464.0,2.0,3.0,671416.0
30879,1120.0,3.0,2.0,58767.0
30880,1032.0,2.0,1.0,557115.0
30881,1419.0,2.0,2.0,799000.0
30882,1504.0,2.0,3.0,346006.0
30883,4668.0,5.0,6.0,2191923.0
30884,975.0,3.0,1.0,405690.0
30885,2035.0,4.0,3.0,247025.0
30886,1810.0,3.0,2.0,481000.0
30887,1103.0,3.0,2.0,142961.0
30888,822.0,2.0,1.0,167746.0
30889,3041.0,3.0,3.0,673000.0
30890,1721.0,4.0,2.0,83388.0
30891,2979.0,3.0,3.0,613152.0
30892,953.0,2.0,1.0,247000.0
30893,1725.0,6.0,5.0,238452.0
30894,1885.0,2.0,1.0,290733.0
30895,1214.0,3.0,1.0,91524.0
30896,1328.0,3.0,2.0,104058.0
30897,1636.0,2.0,2.0,507625.0
30898,1461.0,4.0,2.0,185005.0
30899,1463.0,3.0,3.0,436158.0
30900,1374.0,3.0,2.0,449420.0
30901,1286.0,3.0,2.0,234048.0
30902,1540.0,3.0,2.0,647000.0
30903,1250.0,2.0,1.0,91276.0
30904,3302.0,3.0,3.0,1816490.0
30905,3681.0,4.0,3.5,883266.0
30906,1219.0,3.0,2.0,283500.0
30907,2134.0,4.0,3.0,418046.0
30908,2395.0,4.0,2.0,919553.0
30909,3040.0,4.0,4.0,728882.0
30910,1882.0,4.0,2.0,658896.0
30911,1880.0,3.0,2.0,482254.0
30912,1605.0,2.0,1.5,74133.0
30913,1145.0,3.0,2.0,311971.0
30914,1363.0,3.0,2.0,582531.0
30915,2191.0,3.0,2.0,127630.0
30916,1964.0,2.0,1.0,1405000.0
30917,2544.0,3.0,3.0,1303123.0
30918,1188.0,3.0,2.0,396962.0
30919,2121.0,5.0,3.0,346646.0
30920,1287.0,2.0,2.0,543655.0
30921,1921.0,3.0,2.0,700112.0
30922,1384.0,3.0,2.0,476000.0
30923,2600.0,5.0,3.0,872000.0
30924,1601.0,2.0,2.0,2240000.0
30925,4282.0,5.0,3.0,1044835.0
30926,2467.0,4.0,3.0,407314.0
30927,3920.0,5.0,3.5,510927.0
30928,1416.0,4.0,2.0,725118.0
30929,1511.0,3.0,3.0,361022.0
30930,1431.0,4.0,1.5,389610.0
30931,2581.0,3.0,3.0,639000.0
30932,2121.0,5.0,3.0,82372.0
30933,4557.0,4.0,4.5,1414366.0
30934,1028.0,3.0,1.0,670390.0
30935,2154.0,4.0,2.0,143225.0
30936,2217.0,4.0,2.5,852810.0
30937,3374.0,5.0,4.0,735247.0
30938,1395.0,3.0,2.0,440101.0
30939,572.0,2.0,1.0,21074.0
30940,3414.0,4.0,4.0,554491.0
30941,1933.0,4.0,2.5,659088.0
30942,1048.0,3.0,1.0,275268.0
30943,960.0,2.0,1.5,384000.0
30944,1227.0,4.0,1.5,282822.0
30945,1830.0,4.0,2.0,242335.0
30946,1227.0,4.0,2.0,441633.0
30947,6749.0,5.0,6.0,7106749.0
30948,1138.0,2.0,1.0,579898.0
30949,1460.0,3.0,2.0,470990.0
30950,1450.0,3.0,2.0,122017.0
30951,3147.0,4.0,4.0,952689.0
30952,3256.0,3.0,2.5,1560600.0
30953,1245.0,2.0,2.0,629339.0
30954,1230.0,3.0,2.0,282934.0
30955,2815.0,4.0,3.0,288268.0
30956,1706.0,3.0,2.5,376131.0
30957,886.0,2.0,1.0,356352.0
30958,1882.0,4.0,3.0,611481.0
30959,851.0,1.0,1.0,127572.0
30960,2371.0,3.0,2.0,436765.0
30961,1200.0,4.0,2.0,157915.0
30962,1591.0,3.0,2.0,422800.0
30963,2508.0,4.0,3.0,323704.0
30964,890.0,2.0,1.0,44682.0
30965,1083.0,3.0,2.0,529000.0
30966,1563.0,3.0,3.0,113634.0
30967,1342.0,4.0,2.0,52344.0
30968,2334.0,4.0,2.0,302804.0
30969,1599.0,3.0,2.0,377103.0
30970,2989.0,3.0,2.0,149432.0
30971,1664.0,3.0,2.0,548000.0
30972,1411.0,3.0,2.0,394247.0
30973,,0.0,0.0,3136161.0
30974,1949.0,4.0,2.5,126830.0
30975,1712.0,3.0,2.0,63650.0
30976,2038.0,3.0,2.0,558386.0
30977,1403.0,2.0,1.0,35776.0
30978,1441.0,4.0,3.0,129926.0
30979,3376.0,5.0,3.0,1125110.0
30980,1466.0,4.0,2.0,545100.0
30981,1873.0,3.0,3.0,325985.0
30982,2687.0,4.0,3.0,201795.0
30983,1149.0,3.0,1.5,61343.0
30984,3403.0,5.0,3.5,881401.0
30985,2581.0,4.0,3.0,607401.0
30986,5070.0,4.0,4.5,1653974.0
30987,3728.0,5.0,5.0,880661.0
30988,1487.0,3.0,2.0,431171.0
30989,1052.0,3.0,1.0,281000.0
30990,2334.0,3.0,2.0,472751.0
30991,1300.0,4.0,2.0,406171.0
30992,1954.0,2.0,1.0,86777.0
30993,1418.0,2.0,2.0,102883.0
30994,3015.0,5.0,4.0,687000.0
30995,1843.0,3.0,2.0,660566.0
30996,1616.0,3.0,2.0,423037.0
30997,971.0,1.0,2.0,1055836.0
30998,720.0,2.0,1.0,239947.0
30999,1836.0,2.0,2.0,88646.0
31000,1601.0,3.0,2.0,310217.0
31001,1818.0,3.0,3.0,120699.0
31002,1176.0,3.0,2.0,266526.0
31003,1601.0,4.0,2.0,222866.0
31004,2605.0,4.0,3.0,382393.0
31005,1248.0,5.0,2.0,473000.0
31006,1088.0,3.0,2.0,327874.0
31007,1777.0,3.0,2.5,70342.0
31008,2000.0,4.0,2.0,618178.0
31009,4054.0,3.0,4.0,3848871.0
31010,3081.0,4.0,3.0,568507.0
31011,2085.0,4.0,3.0,219561.0
31012,3121.0,4.0,3.5,936211.0
31013,1769.0,5.0,3.0,245599.0
31014,3901.0,4.0,4.0,791981.0
31015,1569.0,3.0,2.0,105786.0
31016,3929.0,4.0,4.0,1186087.0
31017,1560.0,3.0,2.0,146101.0
31018,916.0,2.0,1.0,221196.0
31019,3441.0,4.0,3.0,714091.0
31020,3377.0,4.0,4.0,240205.0
31021,1759.0,4.0,2.0,486416.0
31022,1302.0,3.0,1.0,54835.0
31023,1467.0,3.0,2.0,521629.0
31024,2037.0,4.0,2.0,747701.0
31025,2839.0,4.0,3.0,707442.0
31026,804.0,2.0,1.0,225745.0
31027,3048.0,5.0,4.0,964487.0
31028,2876.0,4.0,3.0,566854.0
31029,2520.0,4.0,4.0,267572.0
31030,2555.0,4.0,2.5,494799.0
31031,943.0,3.0,1.0,75704.0
31032,2138.0,4.0,2.0,728895.0
31033,1643.0,3.0,3.0,572000.0
31034,1824.0,5.0,3.0,302921.0
31035,4467.0,5.0,5.0,5465000.0
31036,818.0,2.0,1.0,71001.0
31037,3221.0,5.0,2.5,1190000.0
31038,2606.0,3.0,2.0,766651.0
31039,2389.0,3.0,2.0,113386.0
31040,1287.0,3.0,2.0,272383.0
31041,1004.0,3.0,2.0,213878.0
31042,790.0,2.0,1.0,124697.0
31043,1728.0,3.0,2.0,683451.0
31044,946.0,2.0,2.0,296454.0
31045,1140.0,2.0,1.0,129245.0
31046,1472.0,3.0,2.0,488429.0
31047,988.0,3.0,2.0,369856.0
31048,1608.0,3.0,1.5,56992.0
31049,2640.0,4.0,3.0,275000.0
31050,1455.0,3.0,2.0,80781.0
31051,2344.0,4.0,3.0,101682.0
31052,1889.0,3.0,3.0,1041000.0
31053,3956.0,5.0,5.5,1050898.0
31054,2002.0,3.0,2.0,362761.0
31055,2187.0,3.0,3.0,136111.0
31056,1042.0,2.0,1.0,140690.0
31057,700.0,1.0,1.0,11683.0
31058,3330.0,6.0,3.0,254541.0
31059,1111.0,3.0,2.0,245276.0
31060,1760.0,5.0,1.0,311829.0
31061,2418.0,4.0,2.0,67706.0
31062,1332.0,3.0,2.0,341928.0
31063,1170.0,3.0,2.0,31634.0
31064,1586.0,2.0,3.0,594513.0
31065,2131.0,3.0,2.0,2088409.0
31066,1561.0,3.0,2.0,606820.0
31067,1945.0,3.0,2.5,650146.0
31068,1980.0,4.0,3.0,220378.0
31069,1681.0,3.0,2.5,522081.0
31070,2828.0,4.0,3.5,983000.0
31071,2514.0,5.0,3.0,650146.0
31072,1733.0,4.0,2.0,508658.0
31073,2097.0,4.0,2.5,313565.0
31074,1253.0,3.0,2.0,54279.0
31075,1178.0,3.0,2.0,260454.0
31076,1525.0,3.0,2.5,373825.0
31077,1617.0,3.0,2.0,272103.0
31078,2056.0,3.0,3.0,654255.0
31079,2073.0,4.0,3.0,583570.0
31080,2843.0,4.0,3.5,863015.0
31081,2247.0,4.0,2.0,1014877.0
31082,1816.0,4.0,2.0,108266.0
31083,2822.0,4.0,2.5,1883346.0
31084,2768.0,3.0,3.0,362813.0
31085,1229.0,2.0,1.0,354299.0
31086,1556.0,3.0,2.0,84242.0
31087,720.0,2.0,1.0,92641.0
31088,1436.0,3.0,2.0,457968.0
31089,1894.0,4.0,2.0,558387.0
31090,1639.0,3.0,2.0,343834.0
31091,1965.0,3.0,2.0,106611.0
31092,1362.0,4.0,2.0,303158.0
31093,1383.0,4.0,2.0,260783.0
31094,2334.0,4.0,3.0,111623.0
31095,1664.0,5.0,2.0,70990.0
31096,2129.0,4.0,3.0,576965.0
31097,1625.0,4.0,3.0,397993.0
31098,2172.0,4.0,3.0,354573.0
31099,1640.0,4.0,2.0,366340.0
31100,526.0,1.0,1.0,23561.0
31101,720.0,2.0,1.0,732844.0
31102,2968.0,5.0,4.0,783227.0
31103,3456.0,5.0,4.0,611000.0
31104,2858.0,3.0,3.0,1098303.0
31105,1648.0,3.0,2.0,564365.0
31106,1269.0,2.0,2.0,600000.0
31107,2009.0,4.0,2.0,78446.0
31108,1803.0,3.0,2.5,343434.0
31109,1138.0,3.0,1.0,64978.0
31110,2816.0,4.0,3.0,734343.0
31111,2550.0,4.0,2.5,914509.0
31112,1381.0,3.0,2.0,172147.0
31113,3030.0,4.0,3.5,938334.0
31114,468.0,1.0,1.0,37511.0
31115,1648.0,3.0,2.0,76321.0
31116,1612.0,4.0,2.0,523000.0
31117,1712.0,4.0,1.0,559000.0
31118,1080.0,3.0,2.0,130067.0
31119,2137.0,4.0,3.0,309344.0
31120,966.0,2.0,1.0,33498.0
31121,2860.0,5.0,3.0,94186.0
31122,2011.0,3.0,1.0,459957.0
31123,1028.0,2.0,2.0,270563.0
31124,2406.0,5.0,3.0,221490.0
31125,1119.0,3.0,1.0,299000.0
31126,2867.0,4.0,3.0,238344.0
31127,1757.0,4.0,2.5,673000.0
31128,2075.0,5.0,3.0,248959.0
31129,2415.0,4.0,3.0,645000.0
31130,1778.0,3.0,2.0,825000.0
31131,1758.0,3.0,2.0,413373.0
31132,1756.0,3.0,2.0,699000.0
31133,1243.0,3.0,2.0,358880.0
31134,1506.0,3.0,2.0,72852.0
31135,1992.0,4.0,2.0,605786.0
31136,2780.0,3.0,4.0,786818.0
31137,1449.0,3.0,2.0,143550.0
31138,2179.0,4.0,3.0,307521.0
31139,1015.0,2.0,1.0,172499.0
31140,1980.0,4.0,3.0,554000.0
31141,1680.0,2.0,2.0,330107.0
31142,924.0,3.0,1.0,379000.0
31143,2521.0,3.0,3.0,1276169.0
31144,3071.0,4.0,4.0,524900.0
31145,1372.0,3.0,2.0,181416.0
31146,1407.0,3.0,1.5,391000.0
31147,1114.0,3.0,1.0,507625.0
31148,1567.0,2.0,1.0,593621.0
31149,3828.0,6.0,3.0,1747000.0
31150,1263.0,2.0,2.0,612404.0
31151,2108.0,3.0,3.0,709659.0
31152,2316.0,5.0,3.0,516871.0
31153,2560.0,4.0,3.0,795548.0
31154,1661.0,2.0,2.0,900821.0
31155,2249.0,4.0,3.0,99981.0
31156,1888.0,3.0,2.0,638592.0
31157,1548.0,3.0,2.0,186394.0
31158,2486.0,4.0,3.0,284000.0
31159,2390.0,5.0,3.0,254654.0
31160,1818.0,2.0,2.0,116964.0
31161,4502.0,4.0,5.0,1400000.0
31162,1248.0,4.0,2.0,375000.0
31163,852.0,2.0,1.0,462318.0
31164,1464.0,3.0,2.0,152543.0
31165,1397.0,2.0,3.0,1645697.0
31166,2411.0,4.0,3.0,299125.0
31167,2139.0,5.0,3.0,441000.0
31168,1854.0,3.0,2.0,528414.0
31169,1683.0,4.0,2.0,423248.0
31170,1977.0,3.0,2.5,695446.0
31171,1586.0,2.0,2.0,349517.0
31172,792.0,2.0,1.0,588000.0
31173,2081.0,3.0,2.5,396233.0
31174,1204.0,2.0,2.0,452260.0
31175,1776.0,4.0,3.0,309382.0
31176,1260.0,3.0,2.0,244679.0
31177,1567.0,3.0,3.0,320507.0
31178,1360.0,3.0,2.0,275867.0
31179,2127.0,4.0,2.0,99690.0
31180,1822.0,4.0,2.0,87760.0
31181,888.0,2.0,1.0,365000.0
31182,1204.0,3.0,2.0,51316.0
31183,2482.0,5.0,3.0,833734.0
31184,1834.0,4.0,2.0,73260.0
31185,1323.0,3.0,1.0,243802.0
31186,1982.0,3.0,2.0,824440.0
31187,2078.0,3.0,2.0,145276.0
31188,2160.0,4.0,3.0,329985.0
31189,5503.0,4.0,3.5,1455754.0
31190,1737.0,4.0,2.0,178325.0
31191,1088.0,3.0,2.0,183507.0
31192,4010.0,4.0,4.5,1152751.0
31193,1136.0,3.0,2.0,116711.0
31194,2084.0,4.0,2.5,134819.0
31195,2044.0,3.0,2.0,141452.0
31196,1423.0,3.0,1.0,280861.0
31197,1536.0,4.0,2.0,118161.0
31198,2160.0,3.0,3.0,558864.0
31199,3211.0,5.0,4.0,801700.0
31200,2149.0,5.0,3.0,86908.0
31201,1694.0,3.0,2.0,161253.0
31202,1812.0,3.0,3.0,368708.0
31203,1547.0,4.0,2.0,436000.0
31204,1106.0,5.0,2.0,213982.0
31205,2166.0,3.0,2.0,85280.0
31206,932.0,2.0,2.0,101823.0
31207,1737.0,4.0,3.0,529653.0
31208,2216.0,4.0,3.0,743163.0
31209,1534.0,3.0,2.0,242268.0
31210,1488.0,3.0,2.0,474282.0
31211,2328.0,5.0,3.0,494595.0
31212,1257.0,3.0,2.0,348925.0
31213,2877.0,3.0,4.0,1002389.0
31214,1574.0,2.0,2.0,348925.0
31215,750.0,2.0,1.0,310658.0
31216,1585.0,4.0,2.0,265503.0
31217,3643.0,4.0,4.5,775587.0
31218,2037.0,3.0,2.0,145341.0
31219,2582.0,4.0,3.0,207790.0
31220,1743.0,4.0,3.0,469000.0
31221,1254.0,3.0,2.0,42993.0
31222,1807.0,4.0,2.0,165423.0
31223,2244.0,3.0,3.0,2279236.0
31224,2385.0,4.0,3.0,545198.0
31225,1138.0,3.0,1.0,387088.0
31226,2229.0,4.0,3.0,758643.0
31227,1554.0,3.0,2.0,89297.0
31228,1607.0,4.0,2.0,233437.0
31229,1380.0,3.0,2.0,322756.0
31230,1858.0,3.0,2.0,392541.0
31231,1202.0,2.0,2.0,106550.0
31232,654.0,1.0,1.0,181001.0
31233,1730.0,4.0,2.0,92323.0
31234,1892.0,4.0,2.0,591974.0
31235,1982.0,4.0,2.0,536605.0
31236,1228.0,3.0,2.0,159531.0
31237,1387.0,3.0,2.0,84678.0
31238,1825.0,3.0,2.5,116916.0
31239,2484.0,4.0,3.0,920000.0
31240,3391.0,4.0,3.5,578173.0
31241,1587.0,3.0,3.0,442100.0
31242,986.0,3.0,1.0,38467.0
31243,2075.0,4.0,2.0,321393.0
31244,3515.0,5.0,4.5,923470.0
31245,2493.0,3.0,3.0,655000.0
31246,1496.0,4.0,2.0,512701.0
31247,891.0,3.0,1.0,136235.0
31248,1143.0,2.0,2.0,265257.0
31249,1294.0,2.0,2.5,226416.0
31250,777.0,2.0,1.0,883267.0
31251,2886.0,4.0,3.0,646000.0
31252,814.0,2.0,1.0,190000.0
31253,3040.0,3.0,3.0,480839.0
31254,1954.0,3.0,2.0,795777.0
31255,5862.0,4.0,6.0,1279726.0
31256,2000.0,4.0,3.0,238583.0
31257,2399.0,2.0,2.0,181490.0
31258,1370.0,2.0,2.0,66009.0
31259,1691.0,3.0,2.0,978884.0
31260,1360.0,2.0,2.0,212669.0
31261,1168.0,3.0,2.0,1118375.0
31262,862.0,2.0,1.0,630000.0
31263,1513.0,3.0,2.0,265459.0
31264,962.0,3.0,1.0,629455.0
31265,1788.0,2.0,1.0,801360.0
31266,4690.0,5.0,4.5,1194626.0
31267,3298.0,5.0,4.0,1264078.0
31268,4157.0,4.0,3.0,1439172.0
31269,8251.0,5.0,6.0,1711124.0
31270,710.0,1.0,1.0,52737.0
31271,1228.0,2.0,2.0,624000.0
31272,744.0,2.0,1.0,350261.0
31273,1671.0,3.0,3.0,167746.0
31274,1144.0,3.0,1.0,708000.0
31275,800.0,1.0,1.0,170000.0
31276,2165.0,3.0,3.0,1812185.0
31277,679.0,2.0,1.0,156312.0
31278,1080.0,3.0,1.0,396000.0
31279,1076.0,3.0,2.0,470000.0
31280,1322.0,4.0,2.0,431480.0
31281,2465.0,5.0,3.0,650145.0
31282,1032.0,3.0,1.0,205943.0
31283,2820.0,4.0,5.0,1024764.0
31284,1228.0,3.0,2.0,130066.0
31285,1653.0,3.0,2.0,77955.0
31286,3471.0,4.0,3.0,730000.0
31287,2554.0,2.0,3.0,1785729.0
31288,6411.0,5.0,8.0,5731683.0
31289,1091.0,3.0,1.0,229016.0
31290,1472.0,4.0,2.0,141605.0
31291,4337.0,4.0,5.0,3276741.0
31292,1680.0,2.0,2.0,365000.0
31293,2042.0,4.0,2.5,475000.0
31294,2337.0,4.0,3.0,412735.0
31295,1350.0,3.0,2.0,42818.0
31296,1223.0,3.0,2.0,72599.0
31297,1143.0,3.0,1.0,343472.0
31298,1540.0,3.0,2.5,333166.0
31299,1300.0,2.0,2.5,250791.0
31300,1224.0,3.0,2.0,180234.0
31301,1057.0,2.0,1.0,182506.0
31302,1165.0,2.0,1.0,66632.0
31303,2160.0,4.0,3.0,240500.0
31304,2492.0,3.0,3.0,443630.0
31305,1041.0,2.0,1.0,309651.0
31306,3768.0,4.0,4.0,854940.0
31307,1614.0,4.0,2.0,469351.0
31308,5577.0,4.0,7.0,2800441.0
31309,1380.0,3.0,2.0,53837.0
31310,2586.0,4.0,3.0,918796.0
31311,1171.0,3.0,2.0,269919.0
31312,1080.0,3.0,1.0,163933.0
31313,2280.0,3.0,2.0,800688.0
31314,850.0,1.0,1.0,213909.0
31315,2255.0,3.0,3.0,1641067.0
31316,1474.0,3.0,2.0,495000.0
31317,5534.0,6.0,5.5,2830009.0
31318,1617.0,3.0,2.0,876683.0
31319,1922.0,5.0,2.0,211272.0
31320,1309.0,2.0,2.0,526834.0
31321,3776.0,5.0,4.0,409000.0
31322,1282.0,2.0,2.0,65259.0
31323,2074.0,3.0,2.5,745000.0
31324,2163.0,3.0,3.0,294220.0
31325,2009.0,3.0,2.5,333102.0
31326,1603.0,3.0,2.0,160371.0
31327,1014.0,2.0,1.0,260056.0
31328,2097.0,3.0,3.0,328111.0
31329,1402.0,3.0,2.0,71602.0
31330,1115.0,2.0,2.0,300236.0
31331,1407.0,4.0,2.0,72654.0
31332,2192.0,3.0,2.0,474644.0
31333,1090.0,3.0,1.0,480812.0
31334,1141.0,2.0,1.0,244753.0
31335,1064.0,3.0,1.0,98011.0
31336,1349.0,3.0,2.0,73256.0
31337,1490.0,3.0,1.0,119447.0
31338,2578.0,4.0,2.5,101757.0
31339,1292.0,2.0,1.0,710000.0
31340,984.0,3.0,1.0,29101.0
31341,1102.0,3.0,2.0,635000.0
31342,2132.0,4.0,2.0,296249.0
31343,2369.0,4.0,2.5,765000.0
31344,3620.0,4.0,3.5,1014224.0
31345,1361.0,4.0,2.0,388786.0
31346,1951.0,2.0,2.0,995000.0
31347,4554.0,5.0,5.0,2587119.0
31348,1460.0,3.0,2.0,107885.0
31349,945.0,3.0,1.0,46136.0
31350,903.0,2.0,1.0,577911.0
31351,1580.0,4.0,2.0,118833.0
31352,855.0,2.0,1.0,365826.0
31353,2695.0,4.0,3.5,1170042.0
31354,1366.0,3.0,2.0,588354.0
31355,1673.0,3.0,2.0,102658.0
31356,3304.0,4.0,3.0,266369.0
31357,1779.0,5.0,3.0,416000.0
31358,1857.0,4.0,2.0,214315.0
31359,2592.0,4.0,3.0,714517.0
31360,1775.0,4.0,2.0,261426.0
31361,1637.0,4.0,2.0,66632.0
31362,3420.0,5.0,4.5,878089.0
31363,853.0,2.0,1.0,50270.0
31364,1329.0,3.0,1.5,959000.0
31365,2561.0,3.0,3.0,331176.0
31366,2002.0,3.0,2.5,360766.0
31367,1986.0,3.0,2.5,102997.0
31368,2028.0,4.0,3.0,524892.0
31369,1563.0,4.0,2.0,214211.0
31370,1487.0,4.0,2.0,533006.0
31371,1216.0,3.0,2.0,258226.0
31372,2849.0,5.0,3.0,508659.0
31373,1014.0,3.0,1.0,403000.0
31374,3084.0,4.0,3.0,130770.0
31375,1377.0,3.0,2.0,311844.0
31376,1916.0,4.0,2.0,144403.0
31377,1353.0,3.0,1.0,359329.0
31378,1810.0,3.0,3.0,823249.0
31379,1409.0,3.0,2.0,527057.0
31380,2023.0,3.0,2.5,513716.0
31381,1440.0,3.0,1.0,35979.0
31382,1541.0,3.0,2.0,638591.0
31383,1514.0,3.0,2.0,296010.0
31384,1212.0,3.0,2.0,131935.0
31385,1563.0,4.0,2.0,176000.0
31386,1592.0,4.0,2.0,435070.0
31387,2090.0,4.0,2.5,580287.0
31388,1177.0,3.0,2.0,48818.0
31389,880.0,2.0,1.0,148912.0
31390,1460.0,4.0,3.0,563330.0
31391,2118.0,3.0,2.0,1560000.0
31392,1240.0,3.0,1.0,411000.0
31393,836.0,2.0,1.0,40532.0
31394,5109.0,5.0,6.0,1981000.0
31395,908.0,2.0,1.0,369000.0
31396,1412.0,4.0,2.0,276507.0
31397,3163.0,4.0,3.0,500355.0
31398,2078.0,4.0,3.0,332569.0
31399,1250.0,3.0,2.0,381637.0
31400,741.0,1.0,1.0,335497.0
31401,980.0,2.0,1.0,53085.0
31402,1138.0,3.0,2.0,50479.0
31403,1213.0,3.0,2.0,289160.0
31404,4627.0,3.0,6.0,1522875.0
31405,3036.0,3.0,4.0,1753000.0
31406,1964.0,4.0,2.0,176699.0
31407,1582.0,3.0,2.0,685000.0
31408,2255.0,4.0,2.5,303670.0
31409,1918.0,4.0,2.0,521000.0
31410,1890.0,3.0,3.0,397739.0
31411,2035.0,4.0,2.5,687000.0
31412,1184.0,2.0,2.0,83107.0
31413,1776.0,4.0,3.0,381970.0
31414,1700.0,4.0,2.0,262489.0
31415,1080.0,3.0,1.0,280861.0
31416,1719.0,3.0,3.0,109767.0
31417,2369.0,3.0,4.0,169778.0
31418,3789.0,5.0,4.0,755028.0
31419,1892.0,3.0,2.0,371480.0
31420,924.0,3.0,1.0,293054.0
31421,1352.0,3.0,1.0,256239.0
31422,1187.0,4.0,2.0,74142.0
31423,872.0,2.0,1.0,210625.0
31424,1374.0,3.0,2.0,93771.0
31425,972.0,3.0,1.0,120131.0
31426,2052.0,3.0,3.0,343412.0
31427,761.0,2.0,1.0,245836.0
31428,945.0,2.0,1.0,36344.0
31429,1704.0,3.0,2.0,1087820.0
31430,2566.0,5.0,3.0,551951.0
31431,3082.0,5.0,4.0,593747.0
31432,1161.0,2.0,1.5,402000.0
31433,2286.0,4.0,3.0,289475.0
31434,2086.0,4.0,2.0,615800.0
31435,2029.0,4.0,3.0,408695.0
31436,1492.0,3.0,2.5,352440.0
31437,1213.0,3.0,1.0,490872.0
31438,3686.0,4.0,4.0,660717.0
31439,888.0,2.0,1.0,431166.0
31440,846.0,2.0,1.0,503100.0
31441,976.0,3.0,2.0,156017.0
31442,2381.0,4.0,3.0,631483.0
31443,2231.0,4.0,3.0,436897.0
31444,1003.0,2.0,1.0,160370.0
31445,2676.0,4.0,3.0,404000.0
31446,1370.0,2.0,1.0,435123.0
31447,3691.0,5.0,5.0,907575.0
31448,2907.0,4.0,3.0,750000.0
